Trainer_PK,Horse_PK,Horse_Name,Horse_BY,Trainer_Num,Trainer_Name,Trainer_Div
70144,44554,테스조이,2019,29,배휴준,서울 경마장
70175,44022,송암아치걸,2019,31,강환민,서울 경마장
70181,44527,포에버드림,2019,42,이관호,서울 경마장
70175,44126,패스트트랙,2019,31,강환민,서울 경마장
70164,44386,위대한한마,2019,50,박재우,서울 경마장
70094,44049,메니에이스,2019,19,곽영효,서울 경마장
70146,44009,야무진왕초,2019,22,안병기,서울 경마장
70146,43870,콩코드퀸,2019,22,안병기,서울 경마장
70103,43769,탄산,2019,32,김윤섭,서울 경마장
70244,44513,미라클도터,2019,34,리카디,서울 경마장
70144,44259,천리총,2019,29,배휴준,서울 경마장
70157,44811,원더풀룰즈,2019,7,구자흥,서울 경마장
70181,44797,콩코드스파크,2019,42,이관호,서울 경마장
70225,44507,선더플래시,2019,21,문병기,서울 경마장
70200,44154,캠프세이버,2019,51,최용건,서울 경마장
70091,44499,골든럭키,2019,20,배대선,서울 경마장
70244,44556,희망가득,2019,34,리카디,서울 경마장
70117,46513,천지광풍,2019,4,박윤규,서울 경마장
70091,44502,신한특송,2019,20,배대선,서울 경마장
70145,44803,베스트플랜,2019,6,홍대유,서울 경마장
70146,44108,네모프린세스,2019,22,안병기,서울 경마장
70175,43921,스마트블루,2019,31,강환민,서울 경마장
70181,44287,와일드삭스,2019,42,이관호,서울 경마장
70094,43899,한강챔프,2019,19,곽영효,서울 경마장
70198,44029,로즈골드,2019,35,임채덕,서울 경마장
70103,43904,우뚝,2019,32,김윤섭,서울 경마장
70091,44315,원더풀퍼지,2019,20,배대선,서울 경마장
70145,44267,챈슬러,2019,6,홍대유,서울 경마장
70200,44324,디자이어투윈,2019,51,최용건,서울 경마장
70085,44308,쏘아라미미,2019,28,최상식,서울 경마장
70160,43851,마이티굿,2019,24,서홍수,서울 경마장
70170,44035,베스트팔콘,2019,52,김동균,서울 경마장
70166,44675,펀크레이지,2019,37,심승태,서울 경마장
70152,44516,쌍옥루,2019,16,최봉주,서울 경마장
70103,44327,드림케이,2019,32,김윤섭,서울 경마장
70170,44187,슈팅리버스,2019,52,김동균,서울 경마장
70177,44515,대박스타,2019,53,김동철,서울 경마장
70108,44685,그레이토르,2019,26,안해양,서울 경마장
70265,43864,아마존킹,2019,30,토니,서울 경마장
70108,45088,더블에지,2019,26,안해양,서울 경마장
70199,44334,나올에이스,2019,11,조현수,서울 경마장
70168,44233,은혜,2019,8,최용구,서울 경마장
70098,44464,거문,2019,3,최영주,서울 경마장
70225,44812,원더풀스위트,2019,21,문병기,서울 경마장
70167,43924,타이탄삭스,2019,14,이신영,서울 경마장
70053,45107,큐피드점보,2019,13,이희영,서울 경마장
70148,43843,터프여제,2019,10,정호익,서울 경마장
70096,44531,채플프린세스,2019,12,서범석,서울 경마장
70110,44645,원평퀸,2019,23,유재길,서울 경마장
70199,44272,스마트별,2019,11,조현수,서울 경마장
70152,44290,코스모,2019,16,최봉주,서울 경마장
70179,44067,월드레이서,2019,40,송문길,서울 경마장
70244,44821,대사리,2019,34,리카디,서울 경마장
70095,44204,라온더펄,2019,1,박종곤,서울 경마장
70149,44092,빅스고,2019,5,우창구,서울 경마장
70164,46509,야무진재수,2019,50,박재우,서울 경마장
70148,44362,원평광야,2019,10,정호익,서울 경마장
70152,44003,국대클래스,2019,16,최봉주,서울 경마장
70108,44381,벼락,2019,26,안해양,서울 경마장
70115,44041,라로마네,2019,54,박천서,서울 경마장
70094,44473,한강보스,2019,19,곽영효,서울 경마장
70200,44303,희망챔프,2019,51,최용건,서울 경마장
70144,44392,천은총,2019,29,배휴준,서울 경마장
70053,44553,컴플리트타임,2019,13,이희영,서울 경마장
70150,44546,금성환희,2019,2,손영표,서울 경마장
70103,44552,금성맨,2019,32,김윤섭,서울 경마장
70110,45158,월드참,2019,23,유재길,서울 경마장
70115,44544,베스트토치,2019,54,박천서,서울 경마장
70117,44487,킹아너,2019,4,박윤규,서울 경마장
70167,44475,플라잉아테나,2019,14,이신영,서울 경마장
70108,45027,가나패션,2019,26,안해양,서울 경마장
70175,44706,머스탱파워,2019,31,강환민,서울 경마장
70096,44532,네버네버스톱,2019,12,서범석,서울 경마장
70094,44383,햇무리,2019,19,곽영효,서울 경마장
70110,44292,원평버드,2019,23,유재길,서울 경마장
70174,44472,플라잉골드,2019,9,강성오,서울 경마장
70168,44017,송암레전드,2019,8,최용구,서울 경마장
70053,44213,별빛마루,2019,13,이희영,서울 경마장
70095,44205,라온더제트,2019,1,박종곤,서울 경마장
70091,44198,빛의카,2019,20,배대선,서울 경마장
70175,44522,컴플리트럭키,2019,31,강환민,서울 경마장
70114,44466,정상제트,2019,15,박희철,서울 경마장
70160,44835,마이티렘,2019,24,서홍수,서울 경마장
70160,45070,행복한버미,2019,24,서홍수,서울 경마장
70146,44505,익스펙트,2019,22,안병기,서울 경마장
70108,45086,지스타,2019,26,안해양,서울 경마장
70174,44317,최고블랙,2019,9,강성오,서울 경마장
70115,44470,피엔에스아이,2019,54,박천서,서울 경마장
70144,44225,런던명가,2019,29,배휴준,서울 경마장
70110,44622,스피어퀸,2019,23,유재길,서울 경마장
70148,44526,원평코드,2019,10,정호익,서울 경마장
70110,44623,스피어골드,2019,23,유재길,서울 경마장
70165,44813,원더풀키티,2019,33,서인석,서울 경마장
70085,44465,글로벌매직,2019,28,최상식,서울 경마장
70163,46587,문학태핏,2019,27,박병일,서울 경마장
70053,44731,특급대로,2019,13,이희영,서울 경마장
70152,44636,케이엔스케치,2019,16,최봉주,서울 경마장
70165,44814,티즈바로우즈,2019,33,서인석,서울 경마장
70174,44569,마루마,2019,9,강성오,서울 경마장
70091,44355,보스베이비,2019,20,배대선,서울 경마장
70175,44218,정상파이팅,2019,31,강환민,서울 경마장
70182,44625,이글포인트,2019,25,전승규,서울 경마장
70145,44177,킹스아이,2019,6,홍대유,서울 경마장
70145,44817,새로운빛깔,2019,6,홍대유,서울 경마장
70115,44842,정우시네마,2019,54,박천서,서울 경마장
70094,44400,한강의기상,2019,19,곽영효,서울 경마장
70244,44853,비제이스톰,2019,34,리카디,서울 경마장
70181,44380,엔비전사,2019,42,이관호,서울 경마장
70094,44358,라스트펀치,2019,19,곽영효,서울 경마장
70146,44378,테이크머니,2019,22,안병기,서울 경마장
70157,44539,다나은로즈,2019,7,구자흥,서울 경마장
70200,44800,디바인퓨처즈,2019,51,최용건,서울 경마장
70115,44899,대륜함성,2019,54,박천서,서울 경마장
70053,44409,동트자웨이,2019,13,이희영,서울 경마장
70165,44357,건곤일척,2019,33,서인석,서울 경마장
70164,44829,용호지마,2019,50,박재우,서울 경마장
70168,44404,아치신,2019,8,최용구,서울 경마장
70148,46584,문학스톰,2019,10,정호익,서울 경마장
70163,44478,탱자,2019,27,박병일,서울 경마장
70168,44251,은혜가문,2019,8,최용구,서울 경마장
70177,44176,브라운,2019,53,김동철,서울 경마장
70095,44519,라온더아리아,2019,1,박종곤,서울 경마장
70170,44621,메니스피어,2019,52,김동균,서울 경마장
70053,44679,비트업,2019,13,이희영,서울 경마장
70114,44684,은파마운틴,2019,15,박희철,서울 경마장
70166,44846,아치메모리,2019,37,심승태,서울 경마장
70182,44703,화랑투데이,2019,25,전승규,서울 경마장
70199,44618,휘파람,2019,11,조현수,서울 경마장
70098,44591,뉴청파,2019,3,최영주,서울 경마장
70175,44648,히든블레이드,2019,31,강환민,서울 경마장
70174,44488,터치나인,2019,9,강성오,서울 경마장
70095,44624,라온더골드,2019,1,박종곤,서울 경마장
70179,45186,플라잉라이트,2020,40,송문길,서울 경마장
70163,46607,테스타블루,2020,27,박병일,서울 경마장
70244,45183,지모션,2020,34,리카디,서울 경마장
70177,46603,아가판서스,2020,53,김동철,서울 경마장
70174,45480,우주전쟁,2020,9,강성오,서울 경마장
70198,45219,원더풀위싱,2020,35,임채덕,서울 경마장
70108,45466,플랜비,2020,26,안해양,서울 경마장
70145,45249,스마티글로리,2020,6,홍대유,서울 경마장
70098,45177,너트플레이,2020,3,최영주,서울 경마장
70148,45247,스마티파이터,2020,10,정호익,서울 경마장
70148,45234,슈프림스타,2020,10,정호익,서울 경마장
70165,45224,펄포인트,2020,33,서인석,서울 경마장
70108,45194,나노메타,2020,26,안해양,서울 경마장
70160,45229,새내타운,2020,24,서홍수,서울 경마장
70174,47048,하얀태양,2020,9,강성오,서울 경마장
70199,45202,슛업스파크,2020,11,조현수,서울 경마장
70145,45187,강력한지금,2020,6,홍대유,서울 경마장
70175,45232,사바나찰리,2020,31,강환민,서울 경마장
70160,52001,마이티룩,2020,24,서홍수,서울 경마장
70179,51143,주얼리패션,2020,40,송문길,서울 경마장
70144,50020,천운챗,2020,29,배휴준,서울 경마장
70164,50538,파이어걸,2020,50,박재우,서울 경마장
70117,45274,걸작투어,2020,4,박윤규,서울 경마장
70199,45257,나올시대,2020,11,조현수,서울 경마장
70096,45241,리드더웨이,2020,12,서범석,서울 경마장
70174,45464,왈가닥,2020,9,강성오,서울 경마장
70098,45323,울프플레이,2020,3,최영주,서울 경마장
70145,45336,새내퀸,2020,6,홍대유,서울 경마장
70095,45199,라온자이언트,2020,1,박종곤,서울 경마장
70145,45285,선더브라보,2020,6,홍대유,서울 경마장
70095,45200,라온더코브라,2020,1,박종곤,서울 경마장
70161,45315,아르고공주,2020,41,신삼영,서울 경마장
70110,52416,컬트트리플,2020,23,유재길,서울 경마장
70094,45347,한강에이스,2020,19,곽영효,서울 경마장
70167,46616,고스트참,2020,14,이신영,서울 경마장
70179,45205,엠제이대로,2020,40,송문길,서울 경마장
70144,45994,런던에이스,2020,29,배휴준,서울 경마장
70095,45197,라온더하이맨,2020,1,박종곤,서울 경마장
70198,45193,캐츠우먼,2020,35,임채덕,서울 경마장
70149,45333,히트파워,2020,5,우창구,서울 경마장
70161,45349,엘리트로열,2020,41,신삼영,서울 경마장
70096,45240,슈어윈,2020,12,서범석,서울 경마장
70095,45195,라온시티걸,2020,1,박종곤,서울 경마장
70085,45266,글로벌강타,2020,28,최상식,서울 경마장
70181,45203,제로백포,2020,42,이관호,서울 경마장
70164,45179,씽씽씽,2020,50,박재우,서울 경마장
70175,45350,크레이지러브,2020,31,강환민,서울 경마장
70175,46261,주몽천하,2020,31,강환민,서울 경마장
70091,46297,레전드케이,2020,20,배대선,서울 경마장
70165,45344,아라모아,2020,33,서인석,서울 경마장
70197,45474,흥행캡틴,2020,48,이준철,서울 경마장
70244,45395,몬스터파워,2020,34,리카디,서울 경마장
70117,45256,멋진강호,2020,4,박윤규,서울 경마장
70197,46118,카리즈마,2020,48,이준철,서울 경마장
70200,45279,플라이데이,2020,51,최용건,서울 경마장
70174,45508,대왕삭스,2020,9,강성오,서울 경마장
70161,45593,아름다운사이,2020,41,신삼영,서울 경마장
70161,45351,큐피드워리어,2020,41,신삼영,서울 경마장
70199,52417,힐링헤이븐,2020,11,조현수,서울 경마장
70144,45479,천존챗,2020,29,배휴준,서울 경마장
70095,45198,라온더퀄리티,2020,1,박종곤,서울 경마장
70117,45288,파토스,2020,4,박윤규,서울 경마장
70197,46008,리치게이트,2020,48,이준철,서울 경마장
70165,45223,모닝프린스,2020,33,서인석,서울 경마장
70179,45482,자이언트펀치,2020,40,송문길,서울 경마장
70098,46071,블루아치,2020,3,최영주,서울 경마장
70167,46260,영영삭스,2020,14,이신영,서울 경마장
70265,45525,헌터블레이드,2020,30,토니,서울 경마장
70177,46619,캔디글로우,2020,53,김동철,서울 경마장
70115,51583,브라운퀸,2020,54,박천서,서울 경마장
70164,50788,미스찰리,2020,50,박재우,서울 경마장
70148,51987,두손챔프,2020,10,정호익,서울 경마장
70053,45368,베스트클론,2020,13,이희영,서울 경마장
70157,45366,이다나은,2020,7,구자흥,서울 경마장
70225,45207,세븐블레이드,2020,21,문병기,서울 경마장
70179,45522,꿈의순간,2020,40,송문길,서울 경마장
70160,45334,배다리왕자,2020,24,서홍수,서울 경마장
70165,45303,원평킬라,2020,33,서인석,서울 경마장
70200,45559,스포블레이드,2020,51,최용건,서울 경마장
70085,45251,글로벌진격,2020,28,최상식,서울 경마장
70197,45516,금아파이어리,2020,48,이준철,서울 경마장
70167,45382,킹다이아,2020,14,이신영,서울 경마장
70117,46329,하얀왕자,2020,4,박윤규,서울 경마장
70157,45365,베스트레이디,2020,7,구자흥,서울 경마장
70170,46117,메니샤크,2020,52,김동균,서울 경마장
70152,46324,차일드후드,2020,16,최봉주,서울 경마장
70174,45264,바덴바덴,2020,9,강성오,서울 경마장
70160,46609,에브리참,2020,24,서홍수,서울 경마장
70117,45227,검은질주,2020,4,박윤규,서울 경마장
70167,45571,내길의퀸,2020,14,이신영,서울 경마장
70165,46245,행운바람,2020,33,서인석,서울 경마장
70179,46294,새벽불빛,2020,40,송문길,서울 경마장
70179,45733,하이그랜드,2020,40,송문길,서울 경마장
70181,46326,샤인온미,2020,42,이관호,서울 경마장
70085,45391,선더블루,2020,28,최상식,서울 경마장
70115,46463,대륜태양,2020,54,박천서,서울 경마장
70149,45546,퍼스트유저,2020,5,우창구,서울 경마장
70103,45392,매직케이,2020,32,김윤섭,서울 경마장
70168,45410,큐피드시크,2020,8,최용구,서울 경마장
70085,45553,선더갤러퍼,2020,28,최상식,서울 경마장
70197,45424,투어퀸,2020,48,이준철,서울 경마장
70144,45380,히어로퀸,2020,29,배휴준,서울 경마장
70168,46361,메이드스타,2020,8,최용구,서울 경마장
70157,1412362,골든플라잉,2020,7,구자흥,서울 경마장
70197,45702,피지블레이드,2020,48,이준철,서울 경마장
70161,45607,광치기,2020,41,신삼영,서울 경마장
70115,45369,베스트선,2020,54,박천서,서울 경마장
70164,45515,유쾌한사랑,2020,50,박재우,서울 경마장
70110,45313,하트시그널,2020,23,유재길,서울 경마장
70161,46290,퍼플윙크,2020,41,신삼영,서울 경마장
70197,46473,황금꽃,2020,48,이준철,서울 경마장
70175,46259,신의여인,2020,31,강환민,서울 경마장
70152,45434,천마챗,2020,16,최봉주,서울 경마장
70108,45354,레드태풍,2020,26,안해양,서울 경마장
70098,45430,피엔에스별,2020,3,최영주,서울 경마장
70053,45603,논스톱선더,2020,13,이희영,서울 경마장
70182,52033,파워빅토리,2020,25,전승규,서울 경마장
70115,45370,도리포,2020,54,박천서,서울 경마장
70165,45225,빅스마트,2020,33,서인석,서울 경마장
70182,46104,최강현마,2020,25,전승규,서울 경마장
70108,45719,달금,2020,26,안해양,서울 경마장
70165,45433,드래곤스타,2020,33,서인석,서울 경마장
70145,45725,대왕순간이,2020,6,홍대유,서울 경마장
70098,45295,월드플레이,2020,3,최영주,서울 경마장
70053,45537,컴플리트레벨,2020,13,이희영,서울 경마장
70160,52003,로터스미르,2020,24,서홍수,서울 경마장
70146,45275,찬란한폭풍,2020,22,안병기,서울 경마장
70091,46300,원더풀폭스,2020,20,배대선,서울 경마장
70096,45242,문더스트,2020,12,서범석,서울 경마장
70182,45397,파이어파워,2020,25,전승규,서울 경마장
70096,50284,러브카우걸,2020,12,서범석,서울 경마장
70157,46119,예지몽,2020,7,구자흥,서울 경마장
70117,45291,시크릿왕자,2020,4,박윤규,서울 경마장
70177,45418,시크릿플레이,2020,53,김동철,서울 경마장
70164,45442,쾌향,2020,50,박재우,서울 경마장
70197,45527,도끼불패,2020,48,이준철,서울 경마장
70145,45727,에이원스타,2020,6,홍대유,서울 경마장
70167,45469,갤럭시삭스,2020,14,이신영,서울 경마장
70182,46012,테마탄생,2020,25,전승규,서울 경마장
70157,45497,위너드래건,2020,7,구자흥,서울 경마장
70168,50406,맬리스퀸,2020,8,최용구,서울 경마장
70244,45731,제이모션,2020,34,리카디,서울 경마장
70170,45284,배다리쾌검,2020,52,김동균,서울 경마장
70146,45612,세상앞으로,2020,22,안병기,서울 경마장
70198,45431,당찬낭보,2020,35,임채덕,서울 경마장
70175,45621,벨비티,2020,31,강환민,서울 경마장
70177,45294,해피플레이,2020,53,김동철,서울 경마장
70085,45531,글로벌축배,2020,28,최상식,서울 경마장
70095,46086,라온포레스트,2020,1,박종곤,서울 경마장
70244,45261,화이트다이아,2020,34,리카디,서울 경마장
70095,45708,라온더찰리,2020,1,박종곤,서울 경마장
70181,45622,파워풀삭스,2020,42,이관호,서울 경마장
70094,45610,파이널질주,2020,19,곽영효,서울 경마장
70199,45561,브라이트러닝,2020,11,조현수,서울 경마장
70165,45704,정성바이스,2020,33,서인석,서울 경마장
70244,45566,자이언트인디,2020,34,리카디,서울 경마장
70166,45495,파인데이,2020,37,심승태,서울 경마장
70244,45239,해운대갈매기,2020,34,리카디,서울 경마장
70200,45243,울트라갤럭시,2020,51,최용건,서울 경마장
70115,45768,마의웨이,2020,54,박천서,서울 경마장
70144,45432,딘시챔프,2020,29,배휴준,서울 경마장
70225,45419,성실인동,2020,21,문병기,서울 경마장
70096,45589,검이불루,2020,12,서범석,서울 경마장
70098,52553,다온디,2020,3,최영주,서울 경마장
70094,51585,어카운트,2020,19,곽영효,서울 경마장
70160,46600,메니참,2020,24,서홍수,서울 경마장
70166,45494,오스틴리더,2020,37,심승태,서울 경마장
70117,45289,퍼플신화,2020,4,박윤규,서울 경마장
70163,45637,오키드밸리,2020,27,박병일,서울 경마장
70150,45625,그랜드대로,2020,2,손영표,서울 경마장
70164,46532,백두보이,2020,50,박재우,서울 경마장
70200,46321,할슈타트,2020,51,최용건,서울 경마장
70146,50040,파르키우스,2020,22,안병기,서울 경마장
70177,45769,강풍마,2020,53,김동철,서울 경마장
70167,46525,청계기상,2020,14,이신영,서울 경마장
70091,46015,글로리케이,2020,20,배대선,서울 경마장
70115,45398,해제여걸,2020,54,박천서,서울 경마장
70199,45587,질풍재즈,2020,11,조현수,서울 경마장
70148,46090,스마트태양,2020,10,정호익,서울 경마장
70200,46266,스탈렛,2020,51,최용건,서울 경마장
70177,46601,스트롱참,2020,53,김동철,서울 경마장
70144,45776,세명레이디,2020,29,배휴준,서울 경마장
70149,45358,럭키바운스,2020,5,우창구,서울 경마장
70117,50746,강자의빛,2020,4,박윤규,서울 경마장
70149,45626,점순이고,2020,5,우창구,서울 경마장
70265,45771,네버어게인,2020,30,토니,서울 경마장
70115,51481,당대스카이,2020,54,박천서,서울 경마장
70149,46293,동행퍼스트,2020,5,우창구,서울 경마장
70166,45734,파워에치드,2020,37,심승태,서울 경마장
70181,45614,포에이스,2020,42,이관호,서울 경마장
70115,46044,베스트선샤인,2020,54,박천서,서울 경마장
70199,45774,메니윈,2020,11,조현수,서울 경마장
70174,46547,라파예트,2020,9,강성오,서울 경마장
70200,45533,퍼펙트건맨,2020,51,최용건,서울 경마장
70117,45512,걸작선,2020,4,박윤규,서울 경마장
70174,46349,질주왕,2020,9,강성오,서울 경마장
70197,46474,기쁨환호,2020,48,이준철,서울 경마장
70170,45556,제축일호,2020,52,김동균,서울 경마장
70182,46267,당찬대보,2020,25,전승규,서울 경마장
70200,46541,아르고무적,2020,51,최용건,서울 경마장
70148,45744,퀸톱,2020,10,정호익,서울 경마장
70146,45650,쓸모,2020,22,안병기,서울 경마장
70225,45624,그랜드실버,2020,21,문병기,서울 경마장
70168,46360,브라보한센,2020,8,최용구,서울 경마장
70199,46375,나올루니,2020,11,조현수,서울 경마장
70168,46268,블랙건,2020,8,최용구,서울 경마장
70175,45555,컴플리트리더,2020,31,강환민,서울 경마장
70170,45701,다산명품,2020,52,김동균,서울 경마장
70166,46068,이에이치코코,2020,37,심승태,서울 경마장
70165,45799,은파챔피언,2020,33,서인석,서울 경마장
70197,46099,나올스나이퍼,2020,48,이준철,서울 경마장
70115,45820,칠산대교,2020,54,박천서,서울 경마장
70108,45728,마구마,2020,26,안해양,서울 경마장
70199,45819,브라이트위너,2020,11,조현수,서울 경마장
70175,45853,메타블레이드,2020,31,강환민,서울 경마장
70161,45371,금빛천하,2020,41,신삼영,서울 경마장
70163,46010,록임팩트,2020,27,박병일,서울 경마장
70177,46614,스틸플레이,2020,53,김동철,서울 경마장
70181,46323,밴프,2020,42,이관호,서울 경마장
70198,45835,드림스카이,2020,35,임채덕,서울 경마장
70170,45647,티아모,2020,52,김동균,서울 경마장
70167,45648,사려니티케,2020,14,이신영,서울 경마장
70149,45534,서울태양,2020,5,우창구,서울 경마장
70108,45545,무장,2020,26,안해양,서울 경마장
70091,45791,바로챔피언,2020,20,배대선,서울 경마장
70148,50789,문학송,2020,10,정호익,서울 경마장
70166,45970,제이와이코코,2020,37,심승태,서울 경마장
70085,45425,글로벌찬가,2020,28,최상식,서울 경마장
70149,45535,금전사,2020,5,우창구,서울 경마장
70085,46016,대흥클래스,2020,28,최상식,서울 경마장
70170,45359,그로우,2020,52,김동균,서울 경마장
70053,45803,컴플리트포스,2020,13,이희영,서울 경마장
70166,45627,그랜드군황,2020,37,심승태,서울 경마장
70095,45709,라온에어포스,2020,1,박종곤,서울 경마장
70095,45707,라온홀리데이,2020,1,박종곤,서울 경마장
70115,45850,은성노을,2020,54,박천서,서울 경마장
70177,45870,큐피드챔프,2020,53,김동철,서울 경마장
70098,45764,행복한문막,2020,3,최영주,서울 경마장
70170,45874,하이본미,2020,52,김동균,서울 경마장
70146,46021,크리솔스마일,2020,22,안병기,서울 경마장
70150,45730,제이에스파티,2020,2,손영표,서울 경마장
70091,46039,머니장군,2020,20,배대선,서울 경마장
70161,45779,대륜시대,2020,41,신삼영,서울 경마장
70199,45582,질풍오름,2020,11,조현수,서울 경마장
70098,45822,투혼기상,2020,3,최영주,서울 경마장
70181,45615,거센챔프,2020,42,이관호,서울 경마장
70175,45718,버터케이,2020,31,강환민,서울 경마장
70085,45635,글로벌파워,2020,28,최상식,서울 경마장
70110,45894,미스윈스타,2020,23,유재길,서울 경마장
70165,45841,리걸하이,2020,33,서인석,서울 경마장
70146,46114,스텔스박,2020,22,안병기,서울 경마장
70198,50107,스위트플레이,2020,35,임채덕,서울 경마장
70145,50787,미스샤프,2020,6,홍대유,서울 경마장
70160,46043,낭주여걸,2020,24,서홍수,서울 경마장
70163,45847,피닉스클래스,2020,27,박병일,서울 경마장
70117,45852,굿카보,2020,4,박윤규,서울 경마장
70149,45838,스타케이,2020,5,우창구,서울 경마장
70108,46385,가나드림,2020,26,안해양,서울 경마장
70146,46108,신의블루,2020,22,안병기,서울 경마장
70165,46299,베아트리스,2020,33,서인석,서울 경마장
70168,45759,유니콘킹덤,2020,8,최용구,서울 경마장
70108,45793,마구,2020,26,안해양,서울 경마장
70198,46091,불의날개,2020,35,임채덕,서울 경마장
70157,45813,그린불패,2020,7,구자흥,서울 경마장
70146,45406,아치로켓,2020,22,안병기,서울 경마장
70167,45785,아인슈페너,2020,14,이신영,서울 경마장
70200,46042,아르고스마일,2020,51,최용건,서울 경마장
70225,45606,성실롱런,2020,21,문병기,서울 경마장
70177,45802,바람의향기,2020,53,김동철,서울 경마장
70198,46523,우승탑,2020,35,임채덕,서울 경마장
70163,46605,승리공주,2020,27,박병일,서울 경마장
70174,46539,컴플리트스텝,2020,9,강성오,서울 경마장
70161,45889,네모스피릿,2020,41,신삼영,서울 경마장
70200,45856,장산스포,2020,51,최용건,서울 경마장
70144,46596,천권챗,2020,29,배휴준,서울 경마장
70152,45811,케이엔골든킹,2020,16,최봉주,서울 경마장
70144,45739,히어로파크,2020,29,배휴준,서울 경마장
70167,46242,파워풀비전,2020,14,이신영,서울 경마장
70198,50005,민트플레이,2020,35,임채덕,서울 경마장
70179,45915,타우루스퀸,2020,40,송문길,서울 경마장
70094,46187,월드패션,2020,19,곽영효,서울 경마장
70152,46379,시킹더키튼,2020,16,최봉주,서울 경마장
70146,45913,아깽이,2020,22,안병기,서울 경마장
70177,45996,샤우트쿠로,2020,53,김동철,서울 경마장
70094,45814,한강지존,2020,19,곽영효,서울 경마장
70053,46004,카메로투,2020,13,이희영,서울 경마장
70150,45746,미르포인트,2020,2,손영표,서울 경마장
70177,45896,승리의영혼,2020,53,김동철,서울 경마장
70095,46111,메티스선더,2020,1,박종곤,서울 경마장
70145,45503,원평축제,2020,6,홍대유,서울 경마장
70149,45737,위너제린,2020,5,우창구,서울 경마장
70149,45876,마에스트라,2020,5,우창구,서울 경마장
70095,45786,라온점프,2020,1,박종곤,서울 경마장
70175,45924,정상럭키,2020,31,강환민,서울 경마장
70175,45405,스위치송,2020,31,강환민,서울 경마장
70108,45713,히어로최강,2020,26,안해양,서울 경마장
70197,45897,다시태어나도,2020,48,이준철,서울 경마장
70164,46011,열정아르고,2020,50,박재우,서울 경마장
70114,45821,투아레그나인,2020,15,박희철,서울 경마장
70164,45921,아르고리치,2020,50,박재우,서울 경마장
70094,45886,나올천지,2020,19,곽영효,서울 경마장
70098,45568,한강파워,2020,3,최영주,서울 경마장
70199,46227,피엔에스심슨,2020,11,조현수,서울 경마장
70181,46188,금빛마,2020,42,이관호,서울 경마장
70144,45906,매디슨마운틴,2020,29,배휴준,서울 경마장
70117,46536,월드킹맨,2020,4,박윤규,서울 경마장
70170,45885,네모프린스,2020,52,김동균,서울 경마장
70165,46557,상임대표,2020,33,서인석,서울 경마장
70115,45404,정우포에버,2020,54,박천서,서울 경마장
70110,46620,총알커널,2020,23,유재길,서울 경마장
70148,45765,매직아워,2020,10,정호익,서울 경마장
70181,45763,금아얼루어,2020,42,이관호,서울 경마장
70168,46045,선드래곤,2020,8,최용구,서울 경마장
70177,46618,테스타루비,2020,53,김동철,서울 경마장
70177,45955,스트렝스,2020,53,김동철,서울 경마장
70150,45971,금성탈환,2020,2,손영표,서울 경마장
70095,46465,라온더포인트,2020,1,박종곤,서울 경마장
70165,45972,금성리비어,2020,33,서인석,서울 경마장
70157,46135,그린프로텍터,2020,7,구자흥,서울 경마장
70199,45578,질풍선더,2020,11,조현수,서울 경마장
70098,45884,굿사이먼,2020,3,최영주,서울 경마장
70149,45726,위너영,2020,5,우창구,서울 경마장
70115,52120,샤프선샤인,2020,54,박천서,서울 경마장
70170,46207,태평무,2020,52,김동균,서울 경마장
70170,45783,슈퍼피니시,2020,52,김동균,서울 경마장
70197,46123,밀리언파티,2020,48,이준철,서울 경마장
70199,45900,나올대왕,2020,11,조현수,서울 경마장
70170,51588,비에스에너지,2020,52,김동균,서울 경마장
70108,47375,럭키선,2020,26,안해양,서울 경마장
70181,45956,라스트피치,2020,42,이관호,서울 경마장
70197,45914,나올인디,2020,48,이준철,서울 경마장
70167,45721,체크포인트,2020,14,이신영,서울 경마장
70244,45717,원더풀슬루,2020,34,리카디,서울 경마장
70144,45905,클로버파티,2020,29,배휴준,서울 경마장
70170,46151,원평킹덤,2020,52,김동균,서울 경마장
70149,46137,골드마이티,2020,5,우창구,서울 경마장
70117,45576,아이스크림,2020,4,박윤규,서울 경마장
70225,45987,에이스티아라,2020,21,문병기,서울 경마장
70265,45877,지르콘,2020,30,토니,서울 경마장
70098,45959,한강차르,2020,3,최영주,서울 경마장
70103,46127,달맞이,2020,32,김윤섭,서울 경마장
70199,46387,은빛돌풍,2020,11,조현수,서울 경마장
70145,46388,섬싱로스트,2020,6,홍대유,서울 경마장
70114,51834,호명에이스,2020,15,박희철,서울 경마장
70108,45908,히어로사랑,2020,26,안해양,서울 경마장
70149,45949,장비무지개,2020,5,우창구,서울 경마장
70146,45890,당당한선택,2020,22,안병기,서울 경마장
70095,45788,라온아메리칸,2020,1,박종곤,서울 경마장
70115,46461,탐라최강자,2020,54,박천서,서울 경마장
70181,45967,디바인평화,2020,42,이관호,서울 경마장
70182,46158,불곰마드레,2020,25,전승규,서울 경마장
70108,46163,단디,2020,26,안해양,서울 경마장
70168,45415,케이빅토리,2020,8,최용구,서울 경마장
70085,46152,쏘아라투투,2020,28,최상식,서울 경마장
70175,45722,폴인러브,2020,31,강환민,서울 경마장
70179,46529,업타운위즈,2020,40,송문길,서울 경마장
70197,45826,원더풀위크,2020,48,이준철,서울 경마장
